OID_;Join_Count;TARGET_FID;municipal;district;name;pt_m_tt_2013_5874358;pt_m_t_2013_5874358;pt_m_d_2013_5874358;pt_m_tt_2013_5878088;pt_m_t_2013_5878088;pt_m_d_2013_5878088;pt_m_tt_2013_5911249;pt_m_t_2013_5911249;pt_m_d_2013_5911249;pt_m_tt_2013_5934892;pt_m_t_2013_5934892;pt_m_d_2013_5934892;pt_m_tt_2013_5934906;pt_m_t_2013_5934906;pt_m_d_2013_5934906;pt_m_tt_2013_5952975;pt_m_t_2013_5952975;pt_m_d_2013_5952975;pt_m_tt_2013_5958354;pt_m_t_2013_5958354;pt_m_d_2013_5958354;pt_m_tt_2013_5961860;pt_m_t_2013_5961860;pt_m_d_2013_5961860;pt_m_tt_2013_5961890;pt_m_t_2013_5961890;pt_m_d_2013_5961890;pt_m_tt_2013_5961894;pt_m_t_2013_5961894;pt_m_d_2013_5961894;pt_m_tt_2013_5968821;pt_m_t_2013_5968821;pt_m_d_2013_5968821;pt_m_tt_2013_5975374;pt_m_t_2013_5975374;pt_m_d_2013_5975374;pt_m_tt_2013_5978639;pt_m_t_2013_5978639;pt_m_d_2013_5978639;pt_m_tt_2013_5980222;pt_m_t_2013_5980222;pt_m_d_2013_5980222;pt_m_tt_2013_5980260;pt_m_t_2013_5980260;pt_m_d_2013_5980260;pt_m_tt_2015_5874358;pt_m_t_2015_5874358;pt_m_d_2015_5874358;pt_m_tt_2015_5878088;pt_m_t_2015_5878088;pt_m_d_2015_5878088;pt_m_tt_2015_5911249;pt_m_t_2015_5911249;pt_m_d_2015_5911249;pt_m_tt_2015_5934892;pt_m_t_2015_5934892;pt_m_d_2015_5934892;pt_m_tt_2015_5934906;pt_m_t_2015_5934906;pt_m_d_2015_5934906;pt_m_tt_2015_5952975;pt_m_t_2015_5952975;pt_m_d_2015_5952975;pt_m_tt_2015_5958354;pt_m_t_2015_5958354;pt_m_d_2015_5958354;pt_m_tt_2015_5961860;pt_m_t_2015_5961860;pt_m_d_2015_5961860;pt_m_tt_2015_5961890;pt_m_t_2015_5961890;pt_m_d_2015_5961890;pt_m_tt_2015_5961894;pt_m_t_2015_5961894;pt_m_d_2015_5961894;pt_m_tt_2015_5968821;pt_m_t_2015_5968821;pt_m_d_2015_5968821;pt_m_tt_2015_5975374;pt_m_t_2015_5975374;pt_m_d_2015_5975374;pt_m_tt_2015_5978639;pt_m_t_2015_5978639;pt_m_d_2015_5978639;pt_m_tt_2015_5980222;pt_m_t_2015_5980222;pt_m_d_2015_5980222;pt_m_tt_2015_5980260;pt_m_t_2015_5980260;pt_m_d_2015_5980260;pt_m_tt_2018_5874358;pt_m_t_2018_5874358;pt_m_d_2018_5874358;pt_m_tt_2018_5878088;pt_m_t_2018_5878088;pt_m_d_2018_5878088;pt_m_tt_2018_5911249;pt_m_t_2018_5911249;pt_m_d_2018_5911249;pt_m_tt_2018_5934892;pt_m_t_2018_5934892;pt_m_d_2018_5934892;pt_m_tt_2018_5934906;pt_m_t_2018_5934906;pt_m_d_2018_5934906;pt_m_tt_2018_5952975;pt_m_t_2018_5952975;pt_m_d_2018_5952975;pt_m_tt_2018_5958354;pt_m_t_2018_5958354;pt_m_d_2018_5958354;pt_m_tt_2018_5961860;pt_m_t_2018_5961860;pt_m_d_2018_5961860;pt_m_tt_2018_5961890;pt_m_t_2018_5961890;pt_m_d_2018_5961890;pt_m_tt_2018_5961894;pt_m_t_2018_5961894;pt_m_d_2018_5961894;pt_m_tt_2018_5968821;pt_m_t_2018_5968821;pt_m_d_2018_5968821;pt_m_tt_2018_5975374;pt_m_t_2018_5975374;pt_m_d_2018_5975374;pt_m_tt_2018_5978639;pt_m_t_2018_5978639;pt_m_d_2018_5978639;pt_m_tt_2018_5980222;pt_m_t_2018_5980222;pt_m_d_2018_5980222;pt_m_tt_2018_5980260;pt_m_t_2018_5980260;pt_m_d_2018_5980260;Shape_Length;Shape_Area
214;75;216;049;143;Jupperi;62;49;13156;61;47;20442;58;49;15727;24;15;3960;34;21;7632;43;33;11705;66;51;17946;42;32;8508;59;46;13719;63;51;18028;60;46;15162;50;38;14641;58;46;15235;56;35;10795;58;48;16600;64;39;14037;61;48;21006;56;39;15741;23;13;4070;36;21;7490;45;28;11705;64;48;17774;38;27;8618;59;44;17053;62;47;18025;58;43;16084;50;36;14637;59;44;15231;55;39;10954;56;46;16596;68;55;14427;63;49;23802;57;44;15365;25;14;4073;36;23;7732;47;34;11847;68;58;19980;47;37;8990;62;52;15913;64;54;18008;61;50;15261;52;42;14611;60;50;15205;51;39;10927;59;51;15596;8041,842560365787904;3281216,887122516054660
215;65;217;049;131;Nuijala;53;32;15665;42;30;21695;41;31;16234;17;8;1497;36;24;5122;27;18;9629;50;39;15743;31;24;5232;43;34;12023;46;36;13742;43;33;10742;34;25;10355;43;33;10949;35;21;6185;36;28;11866;52;31;15838;42;30;21700;38;28;16973;16;7;1800;35;23;5037;27;17;9634;48;38;15703;29;24;5232;44;34;11869;46;36;12747;43;33;10881;34;25;10367;43;33;11055;30;19;6097;37;29;11866;62;46;19437;43;32;21572;37;27;16825;13;7;1816;34;25;5128;26;17;9634;51;42;17440;35;29;5742;44;36;12503;46;37;14239;44;35;11157;34;25;10217;42;33;10786;25;20;6070;43;36;11874;7628,213501443826317;3082489,905312078073621
216;50;218;049;132;Kuninkainen;56;37;15597;42;30;21124;41;31;14818;12;8;1305;31;23;5004;27;18;9059;50;39;15334;29;24;6496;43;34;11072;46;36;15550;43;33;13609;34;25;12190;43;33;12762;45;24;6653;43;34;12676;56;32;15690;42;30;21101;38;28;16374;13;7;1502;27;17;5358;27;17;9034;48;38;15201;29;22;6485;44;34;12616;46;36;12052;43;33;13596;34;25;12175;43;33;12748;34;25;6887;42;35;12675;62;46;19196;43;32;20972;37;27;16226;10;7;1306;27;24;5011;26;17;9034;51;42;18738;32;28;6996;44;36;12806;46;37;15536;44;35;13596;34;25;12175;42;33;12748;31;26;6860;45;36;13476;7124,497693574779987;2147280,333151868078858
217;60;219;049;214;Niittykumpu;66;42;20272;54;42;25130;47;41;19639;34;26;6859;48;43;11665;38;34;13079;34;30;16183;23;18;2973;27;23;12010;30;25;12982;26;22;11040;21;20;9582;28;26;9994;15;11;2179;14;12;8148;70;47;20417;52;46;25129;45;43;20222;30;26;7957;45;40;10947;38;31;12905;35;31;16183;21;18;2973;28;24;12009;31;26;12981;27;23;11040;21;17;9555;27;24;9993;16;12;2144;14;13;8148;70;53;26770;47;37;26486;45;40;21807;34;26;7954;48;40;11454;37;32;14566;34;30;17615;13;10;3196;27;24;13441;29;26;14413;27;24;12472;23;20;11197;31;28;11712;11;7;2151;19;16;9433;7781,303337062394348;2554045,058785646688193
218;71;220;049;133;Karakallio;56;37;15140;49;38;21124;45;39;14818;12;11;1305;31;23;5004;32;25;9059;55;49;15334;29;24;6496;47;42;11072;51;44;15550;48;41;13459;39;33;12190;47;41;12762;45;25;8500;47;37;15018;56;36;15690;50;39;21101;44;35;16374;13;9;1502;27;17;5128;32;24;9034;53;45;15201;29;22;6485;49;41;11838;51;43;12052;47;40;13596;39;32;12175;48;40;12748;37;27;8557;46;38;15018;69;58;18694;49;41;20972;44;36;16226;10;10;1306;27;24;5011;34;26;9034;58;51;16387;32;28;6996;51;45;11536;54;46;15536;50;44;13596;41;34;12175;50;42;12748;36;28;8530;47;43;13476;7975,482322415037743;3113413,225664474070072
219;28;221;049;114;Lintukorpi;58;42;13828;53;40;21181;47;40;13315;14;9;1481;31;21;5036;35;28;9116;56;47;15367;33;18;6071;50;42;11129;54;46;15607;51;43;13666;42;35;12247;50;43;12819;55;37;10833;50;40;13430;61;40;15740;48;38;21158;43;36;16431;13;9;1363;30;20;4952;31;25;9091;53;46;15258;27;17;6069;49;42;11484;51;44;12109;48;41;13652;39;33;12232;47;41;12805;50;40;10650;48;39;13589;70;58;17132;53;44;21000;46;38;13285;14;9;1363;37;26;4917;36;28;8940;59;51;18795;35;22;6649;53;44;11536;54;46;15593;52;44;13652;43;36;12081;51;44;12654;46;40;10840;49;36;13126;4507,381153850443297;1085635,605773492017761
220;33;222;049;112;Etelä-Leppävaara;44;22;14222;38;26;19972;33;28;13411;0;0;0;22;11;3852;20;14;7907;43;35;14020;18;12;3728;36;30;10548;40;32;12996;36;29;9701;27;21;9306;36;29;9908;42;29;8543;38;31;10705;44;21;14367;34;25;19878;29;23;15151;0;0;0;21;12;3980;18;12;7811;39;33;13880;18;13;3729;35;29;10445;37;31;12119;34;28;9996;25;20;9555;33;28;10006;38;27;8777;36;31;10710;54;40;17866;37;28;19962;32;22;15003;0;0;0;21;11;3858;20;12;7811;45;38;16398;22;17;4240;38;29;9868;41;33;13197;38;31;10170;28;20;9172;36;28;10006;37;31;8750;36;27;10720;4595,443182894982783;1293716,606981959659606
221;53;223;049;232;Haukilahti;66;53;22381;54;42;24642;47;41;20029;34;28;8565;48;42;12835;38;34;12707;34;30;15695;23;18;3963;27;23;11523;30;25;12494;26;22;10552;21;20;9068;28;26;9506;13;7;1229;14;12;7660;70;51;22531;52;46;24696;45;43;19883;30;26;8570;45;40;12186;38;31;12850;35;31;15696;21;18;3968;28;24;11522;31;26;12494;27;23;10553;21;17;9068;27;24;9506;13;7;1173;14;13;7661;77;58;27354;52;43;27070;52;46;22392;39;33;8507;54;46;12740;43;38;11243;40;36;18199;19;15;3781;33;29;14026;35;32;14997;33;29;13056;29;26;11782;37;33;12296;11;7;1218;25;22;10017;7958,230259949824358;3153831,928571489173919
222;65;224;049;252;Pohjois-Laajalahti;48;31;15810;49;39;21854;43;38;14999;13;9;1994;27;23;5698;32;26;8477;48;40;14398;14;10;2227;41;34;11475;43;37;12446;40;32;9446;33;23;9059;41;32;9653;33;25;6170;29;23;9675;54;31;15956;49;40;21836;43;38;15765;13;8;1995;26;20;5968;32;25;9380;50;41;14378;16;10;2228;44;34;10502;46;37;11380;43;33;9752;36;26;9491;43;33;10006;34;24;5968;32;24;9674;68;57;18832;50;41;20756;44;36;16165;13;8;1995;29;23;5597;34;26;8477;47;42;16398;19;15;3217;41;35;11678;42;38;13197;40;35;10316;35;29;9172;43;36;10005;27;23;5466;33;28;9697;8309,865980466365727;2885095,706110149156302
223;43;225;049;117;Lintumetsä;50;42;14369;60;45;18595;50;39;13248;22;14;2244;26;20;5415;42;32;9478;58;50;16121;40;23;6826;52;45;11914;56;51;15550;52;46;12845;42;37;12163;51;45;12756;61;47;11563;53;45;14122;57;44;14170;57;42;18689;49;40;13013;22;12;2246;28;22;5414;41;29;9630;59;50;15979;37;21;6827;54;46;13572;56;48;15547;53;45;13606;44;37;12160;52;45;12753;57;44;11396;56;43;14119;58;51;16882;58;47;18661;52;45;13047;23;13;2246;27;22;5254;42;35;9469;63;55;18732;44;26;7407;57;48;12512;59;50;15530;56;47;12943;45;39;12133;54;47;12727;60;44;15312;54;40;13884;5833,505552803611863;1809790,225159019231796
224;53;226;049;215;Pohjois-Tapiola;56;36;16803;56;43;21156;48;41;15992;19;12;3154;33;25;6914;36;30;9020;47;38;15930;9;6;957;40;32;11757;42;34;12729;39;31;10787;35;26;9329;41;33;9741;33;21;4418;28;19;7895;56;36;16947;54;45;21714;46;41;16328;17;11;3155;30;25;7255;34;29;9020;48;42;15930;11;8;957;41;35;11757;44;38;12728;40;34;10788;34;27;9316;40;34;10134;32;22;4416;26;20;7895;71;58;20411;51;45;22338;47;40;16165;17;11;3155;34;28;6971;38;30;9605;40;37;15620;14;12;959;33;31;11446;35;32;12418;33;30;10477;29;27;9202;36;34;9717;21;18;3854;26;24;7438;7017,142299249451753;2220690,190513330046088
225;34;227;049;212;Länsikorkee;66;47;19300;56;46;22196;48;42;17467;29;25;6871;45;37;9223;39;34;10059;36;33;14744;18;11;2111;29;26;10571;31;28;11543;28;25;9601;23;20;8143;29;28;8555;19;13;3607;15;14;6709;65;40;20965;55;48;23744;47;45;18783;27;22;5746;42;35;10156;40;36;10067;37;35;14744;16;9;2112;30;28;10571;33;30;11542;29;27;9601;24;22;8116;30;28;8554;20;14;3563;16;14;6709;70;53;25689;47;37;25404;45;40;20726;29;24;6862;45;38;9978;37;32;9680;33;30;16533;13;10;2115;27;24;12360;28;25;13332;26;23;11391;22;20;10116;30;27;10630;11;7;3126;19;16;8352;5164,028097229428568;1496608,769321876578033
226;57;228;049;231;Westend;63;47;20726;50;41;21453;43;39;16778;28;20;6981;43;33;10720;35;32;9456;31;28;12507;16;10;2161;24;22;8334;27;24;9305;23;21;7364;19;17;5883;25;24;6333;15;11;2816;12;11;4472;70;46;20870;50;41;21506;43;41;16687;26;18;6992;39;34;10760;35;29;9707;33;28;12507;17;9;2124;26;21;8333;29;24;9305;25;20;7364;19;15;5891;25;22;6342;16;11;2942;12;11;4472;70;52;21629;47;39;21345;43;40;16666;27;19;6943;43;37;11060;36;34;8336;32;29;12474;15;13;1832;25;23;8300;27;24;9272;25;22;7331;21;19;6057;29;26;6571;19;12;2909;18;16;4292;12358,456687478217646;8443767,611827155575156
227;31;229;049;211;Tapiolan Keskus;56;37;18024;56;45;21701;48;42;16976;19;14;4208;33;28;7948;39;31;9557;36;32;14002;12;9;1556;29;26;9829;31;28;10800;28;25;8859;23;20;7374;29;28;7812;15;13;4574;15;14;5966;56;36;18168;55;47;21752;47;42;16877;17;12;4208;30;25;8477;36;29;9568;37;35;14002;13;9;1556;30;28;9828;33;30;10800;29;27;8859;24;22;7374;30;28;7812;16;12;4530;16;14;5967;71;58;23618;48;41;23554;45;40;18876;17;12;4242;34;28;8440;36;30;8908;33;30;14683;13;10;1176;27;24;10510;28;25;11481;26;23;9541;22;20;8266;30;27;8780;15;12;4584;19;17;6502;5152,507185942376964;1162585,983724938472733
228;79;230;049;222;Otaniemi;54;33;16504;51;37;19036;43;35;14307;15;10;2688;29;24;6428;32;23;6899;33;29;12507;0;0;0;26;22;8334;28;24;9305;25;21;7364;20;18;5883;27;24;6333;18;15;5550;13;11;4472;54;33;16649;51;41;19083;44;34;14208;14;9;2688;27;22;6403;33;24;6900;34;29;12507;0;0;0;27;22;8333;29;24;9305;26;21;7364;20;16;5891;26;22;6342;18;14;5389;13;11;4472;63;50;18284;44;37;19073;39;35;14454;13;9;2688;29;25;6403;28;25;6793;27;24;12685;0;0;0;20;18;8512;22;19;9483;20;17;7543;16;14;6268;24;21;6782;15;12;5596;13;11;4503;10536,590316743056974;5136726,395584534853697
229;35;231;049;251;Ruukinranta;48;31;15719;49;39;19530;43;38;14417;13;9;1994;27;23;3996;32;26;6995;49;40;12441;14;10;2706;43;34;8708;45;37;10402;41;32;8205;33;23;7440;41;32;8128;38;32;9346;35;30;9838;54;31;15864;49;40;18819;43;38;13760;13;8;1995;26;20;5465;32;25;8091;50;41;14065;16;11;2766;44;34;9299;46;37;10916;43;33;8367;36;26;7443;43;33;8132;38;27;9392;36;31;9545;68;57;16874;50;41;20756;44;36;14663;13;8;1995;29;23;5881;34;26;6691;47;42;14163;19;15;3217;41;35;8348;42;38;10961;40;35;8381;35;29;7431;43;37;8120;34;28;9006;33;28;8688;6121,877812504018948;2105235,657785386312753
230;27;232;049;213;Otsolahti;56;36;18024;55;42;20601;48;40;15805;19;13;4208;33;27;7948;36;28;8397;36;31;13743;8;6;850;29;24;9570;31;26;10541;28;23;8600;24;21;7131;30;27;7568;17;14;5057;17;13;5708;56;36;18168;54;47;20478;46;40;15735;17;12;4208;30;25;8167;34;29;8427;38;34;13758;9;7;892;31;27;9584;33;29;10556;30;26;8615;24;22;7130;31;28;7568;17;13;5207;17;14;5723;66;50;23138;45;38;22854;42;37;16437;17;12;4242;34;28;8440;32;27;8293;30;27;13983;10;10;734;24;21;9809;25;22;10781;23;20;8840;20;17;7566;27;24;8080;20;17;5107;16;14;5801;4638,514686335915030;860968,980037277797237
231;55;233;049;118;Perkkaa;44;22;12432;41;30;18504;36;30;10481;6;6;402;18;9;2222;23;16;6004;43;35;12040;18;12;3728;38;30;8079;43;36;9054;39;31;8269;31;23;7504;39;32;8192;42;32;9976;38;31;9296;45;21;12818;40;29;18091;36;27;13364;6;6;403;19;10;1810;24;16;6024;45;37;11904;18;13;3729;40;33;7942;43;35;8853;39;30;8411;32;24;7488;40;32;8176;38;27;9392;38;31;9265;58;44;15540;41;28;18320;34;27;13678;6;6;403;18;10;2272;24;16;6041;48;40;11840;22;17;4240;41;34;7859;45;36;9548;42;32;8426;31;24;7476;40;32;8164;37;31;9367;36;31;8733;7356,585114668024289;2187540,630460181273520
232;20;234;049;115;Lintulaakso;47;24;12589;56;42;17700;41;30;11664;17;4;1352;27;19;2624;39;27;7744;56;45;13216;30;21;6242;50;39;9843;56;46;13048;51;40;13075;44;32;9426;53;41;10019;53;41;12182;51;42;10832;46;25;12734;53;42;17026;47;37;12941;18;9;1410;27;22;2623;37;29;7499;56;47;13069;30;21;6553;48;36;9707;55;42;13062;50;40;10704;44;36;9836;53;44;10525;53;35;12218;51;43;10814;62;49;15490;48;39;16666;40;30;11642;15;8;1653;26;22;2623;38;27;7556;57;49;13004;35;26;6686;49;38;9253;55;44;13411;52;40;12628;45;35;9398;53;43;9992;52;42;12474;50;40;10785;3779,848883175679475;601208,532829025643878
233;40;235;049;116;Uusmäki;49;30;12656;59;44;17980;44;35;12093;22;15;2491;21;15;3224;37;27;8457;52;43;13805;39;28;7178;46;39;9843;51;43;13735;47;41;10748;37;32;10799;46;40;11392;61;47;12583;49;41;11432;54;31;12123;51;40;17736;45;37;12242;22;15;2487;21;17;3223;36;27;8448;52;46;13670;37;26;7180;47;42;9707;49;44;13233;46;41;10704;37;32;11005;45;40;11599;58;41;12617;49;44;11414;55;47;12140;52;41;17096;47;39;12072;21;14;2051;20;16;4038;36;28;8254;56;50;13605;42;31;7084;49;43;9861;52;45;13841;48;41;11568;38;33;10918;46;41;11512;57;48;13341;48;43;12325;5876,061092572449525;1480940,021585626993328
234;45;236;092;080;Matari;43;28;10775;21;17;5364;25;22;10226;50;43;25204;53;45;21983;36;32;17755;57;48;23858;67;58;25563;47;37;20856;53;44;19740;50;40;21932;42;39;20994;49;45;21458;75;68;33066;53;49;22863;53;43;11726;21;16;5366;25;21;10175;51;38;24820;57;46;21760;34;27;17390;55;44;23586;69;63;25370;42;31;20820;49;34;20948;46;35;21930;42;34;20615;49;40;21080;75;64;32691;52;44;22484;51;40;11651;19;13;5155;25;20;10176;52;43;25006;54;44;21762;36;30;17576;52;42;25040;66;56;29238;41;32;20820;47;38;21839;44;36;21914;45;39;20788;52;45;21287;74;63;34782;54;45;22669;6539,424054871467888;1775300,702176859136671
235;23;237;092;082;Mikkola;48;39;13231;31;25;8437;35;30;13299;59;51;28470;65;54;25019;46;40;20828;59;49;25410;75;65;28829;47;37;21190;53;41;21069;50;41;22266;52;46;24045;59;53;23697;79;66;35604;59;49;25346;57;46;13071;29;22;8484;33;27;13293;56;49;28271;62;55;24480;42;36;19913;53;42;24400;72;62;28746;40;29;20180;48;32;20172;44;33;21290;48;38;22359;54;45;22721;76;65;34358;53;42;24336;60;52;13039;31;22;8421;37;29;13443;64;56;28272;63;53;25028;48;39;20843;52;40;24400;66;54;30869;41;30;20180;47;36;21199;44;34;21274;51;40;22325;56;46;22716;74;61;36412;54;43;24300;4050,049940496073759;898000,784118085284717
236;38;238;092;095;Rajakylä;51;23;11994;32;28;9102;30;25;7026;56;51;20457;57;53;18142;42;38;13077;27;22;7869;62;55;20023;29;26;11211;30;25;10974;33;30;12320;36;32;13426;44;39;13883;62;57;25663;40;35;15367;43;24;12057;30;25;8371;32;26;7157;55;44;18426;57;52;14984;40;29;10906;27;22;7868;61;56;21671;31;27;11211;30;25;10974;34;29;12321;36;32;13428;44;39;13885;62;57;25389;40;35;15367;47;28;11914;30;26;8368;33;23;7102;59;50;18513;60;50;15248;45;39;11408;26;21;8164;51;46;21900;31;26;11211;29;24;11098;34;29;12304;37;32;13580;44;39;13950;60;55;27443;40;35;15330;5499,498455965127505;1546117,063973324140534
237;65;239;092;091;Länsimäki;55;26;12143;38;32;9482;32;28;8253;58;51;21369;63;53;19725;43;32;14030;25;19;8454;61;52;23740;30;24;12515;28;22;11559;33;27;13622;34;29;14836;42;36;15351;60;54;26843;38;32;16624;48;27;13860;34;28;8594;27;23;7798;59;50;22981;56;47;18175;44;40;14863;25;19;8454;61;53;23743;30;24;12515;28;22;11559;32;26;13623;34;29;14837;42;36;15351;60;54;26848;38;32;16624;47;27;12294;34;29;7665;26;22;7833;57;45;19262;54;47;17776;43;38;14198;22;19;8441;47;44;23144;28;24;12502;26;22;11547;31;27;13610;33;30;14824;40;37;15338;56;53;28687;36;32;16574;7156,087423011405008;2824465,800221101846546
238;73;240;092;020;Askisto;51;34;10780;61;42;16082;58;46;15686;45;33;11079;32;22;8580;46;34;12209;62;50;18753;58;48;16077;57;45;14792;62;51;18281;58;49;16139;48;39;14894;57;48;15488;73;53;17922;60;49;16560;58;45;11215;65;51;23365;60;49;15973;50;38;8716;40;25;8286;51;38;11907;71;54;18417;61;48;13297;66;51;17013;68;53;17984;65;50;16044;56;40;14597;64;49;15191;76;57;20291;68;53;16556;56;42;12857;61;50;20515;58;48;15990;49;34;8716;38;22;7691;48;36;11907;72;57;19820;63;49;13877;67;52;15839;67;53;17968;65;51;16027;55;40;14571;63;48;15164;79;63;18223;62;47;15978;8958,032828617793712;3144418,417636069934815
239;191;241;092;026;Petikko;41;30;8979;51;38;14282;56;46;15933;51;34;10708;38;22;8533;45;34;12162;66;51;20703;64;50;14093;60;48;14745;65;54;18234;62;50;16081;52;39;14847;61;48;15441;81;69;19041;63;50;16806;45;33;9570;54;45;15940;53;46;13981;50;38;10042;42;25;8533;44;38;12489;64;54;18664;67;51;14242;60;51;17595;61;53;17301;59;50;16626;51;40;15180;59;49;15773;80;68;22077;62;53;17138;45;33;9623;55;46;16914;57;47;13999;50;34;10042;38;22;7938;45;34;12489;69;57;20194;65;49;15204;63;51;16511;65;53;17160;62;50;16274;52;40;14818;60;48;15412;80;65;23108;61;47;16225;14614,380462795859785;9601845,071861768141389
240;74;242;092;025;Myllymäki;29;23;6515;39;31;11817;49;41;16506;49;42;13535;48;36;10600;40;34;12400;62;56;18469;62;51;18918;55;49;14479;58;52;16493;55;50;16297;47;42;15531;55;50;16103;78;69;22299;58;52;17139;29;20;7816;37;32;16490;38;33;13981;36;26;10946;38;33;8990;28;23;12394;49;43;18561;52;47;15527;45;40;17924;46;41;15412;44;39;16955;36;31;15535;44;39;16108;69;61;21890;47;42;17085;30;18;8234;37;32;16278;44;39;13202;40;29;10946;41;33;8963;31;25;12367;56;50;20429;60;53;16108;50;43;17924;52;45;18869;49;42;16638;39;33;15508;47;41;16080;69;59;23757;49;41;17081;8405,366534748636695;3429687,924485404044390
241;50;243;092;084;Leppäkorpi;46;35;13213;30;22;7794;34;26;12656;58;49;27634;65;52;24414;45;36;20185;65;55;26289;74;64;27993;55;42;21721;59;46;21754;57;45;22797;51;43;23424;58;50;23888;81;68;35701;62;53;25293;57;51;14550;28;21;7796;32;26;12605;55;47;27434;63;53;24190;41;34;19820;61;53;25281;73;66;32302;53;42;21060;58;46;21053;55;45;22170;48;40;23045;55;46;23509;81;69;35121;58;49;24914;56;45;13709;25;18;7584;31;25;12606;58;48;27435;60;49;24192;42;35;20006;61;54;25281;71;63;31488;52;44;21060;58;49;22079;56;48;22154;50;43;23217;58;49;23550;80;73;37211;60;53;25098;5911,887343664671789;2070623,592617124551907
242;140;244;092;031;Luhtaanmäki;51;33;12752;66;43;19950;63;49;22734;60;42;19971;58;40;19039;58;39;20145;71;56;27579;64;48;24552;67;53;22632;66;49;23616;64;48;23420;59;44;23108;65;51;23558;81;67;34269;64;50;24263;59;38;15161;64;53;22292;55;43;22770;46;31;19616;48;35;19130;51;38;20923;65;52;26722;60;49;24028;60;46;22760;63;50;23696;61;49;23525;51;38;23111;57;44;23562;71;55;29070;60;48;24266;62;43;11351;69;52;19229;62;48;22752;59;42;20481;55;36;15320;58;42;18724;75;56;28428;66;52;25894;67;50;23678;71;51;25226;67;49;23285;57;39;21865;65;46;22437;83;64;35874;64;46;23761;12817,128331796264320;6734299,616722149774432
243;111;245;092;030;Vestra;71;41;15404;87;55;20679;84;62;23472;81;60;20722;75;52;18100;80;58;22490;92;70;30097;86;61;23270;87;66;25076;87;63;24958;85;61;24763;79;58;24451;85;64;24901;98;80;27806;85;63;25605;70;47;17152;82;56;22507;74;61;24122;67;50;20967;67;52;17506;70;52;22266;84;67;28066;80;66;24652;77;59;25004;82;65;28156;78;62;26215;69;51;24412;75;56;25012;90;73;28861;77;60;25609;72;48;13672;81;55;21550;74;59;24095;71;53;21722;69;50;16334;68;52;21045;85;67;30749;79;64;27237;78;61;26575;80;62;27547;78;60;25446;67;50;24105;75;56;24758;93;75;27218;74;56;25606;11820,037232151573335;5238263,507437207736075
244;133;246;092;033;Seutula;44;27;11195;47;30;15581;59;40;20550;67;53;19562;69;56;18287;63;46;19895;80;62;26008;81;66;25784;66;48;22081;75;57;25763;69;51;24445;68;53;23026;76;61;23598;99;84;31219;80;62;24958;47;28;11233;56;38;17119;65;50;23183;62;44;20280;68;51;15588;58;42;18992;79;63;25158;82;66;25428;72;52;24596;77;60;25494;73;55;23553;66;49;22133;74;57;22705;98;83;34466;77;60;24065;46;25;10888;54;38;16735;64;51;21888;65;47;20355;70;54;14857;60;45;18261;83;66;28764;88;73;25646;73;52;24543;78;61;25562;75;58;25637;68;52;21402;76;60;22305;96;79;35741;76;60;23628;14130,027937311358983;6373903,692953498102725
245;59;247;092;016;Kaivoksela;39;21;7913;41;33;12400;39;34;10237;35;28;6439;33;25;5928;26;20;8013;47;40;14082;43;36;11332;41;34;10092;45;39;12201;41;36;12006;33;28;11093;41;36;11687;62;56;15752;43;39;12474;38;17;7640;42;38;14064;29;25;9001;33;22;5456;32;25;5872;26;22;8003;47;42;14170;47;38;11961;43;35;11930;44;39;11020;42;38;12230;34;27;11144;42;33;11716;61;47;14910;45;36;12535;37;16;7658;43;35;12487;28;24;8919;33;27;8088;33;26;5645;27;23;8003;51;43;16097;46;38;12100;45;37;10870;47;38;13063;44;36;12361;33;26;11014;41;33;11716;60;51;17929;43;33;12515;7128,739615418288849;2322773,783665721770376
246;208;248;092;022;Keimola;51;30;9097;64;40;14427;63;45;17775;60;38;16988;57;37;14080;58;36;15186;71;53;22547;64;45;21082;66;50;18726;65;46;18657;63;45;18461;58;41;18149;65;48;18599;80;64;28074;64;46;19303;42;35;8263;49;42;16352;53;41;17811;46;29;14657;48;32;12231;44;37;15635;65;50;21763;60;48;19613;60;45;17801;62;53;18652;60;49;19913;51;38;18152;57;45;18602;71;54;24111;60;47;19307;40;33;8096;47;40;15974;54;43;15674;51;38;16426;53;32;12065;43;36;15469;69;54;24483;65;48;19986;62;48;18705;64;49;21281;62;47;18575;51;36;17884;59;44;18478;80;64;28638;60;46;19291;14101,559160268341657;10588348,541875733062625
247;211;249;092;034;Kiila;44;22;8195;47;25;12582;59;35;17551;74;59;20755;74;53;16007;64;44;19420;80;57;25533;86;68;23504;66;44;21499;75;53;22763;69;47;22821;71;50;22551;79;57;23123;101;80;30744;80;58;24483;42;22;9401;51;34;14120;65;52;19310;67;45;21700;70;52;17008;60;43;20412;79;56;26579;86;68;26849;72;45;23394;77;54;24412;73;49;24504;68;50;23553;76;59;24126;98;80;35563;78;59;25486;42;22;9720;51;35;13736;64;47;18889;66;49;21776;70;55;16250;60;47;19654;83;62;27562;88;73;25646;72;48;23341;78;58;24360;75;54;24215;69;54;22795;77;62;23367;96;78;36804;76;60;24691;17651,256756170452718;10261540,028674473986030
